date,city_id,city_label,crime_type,global_trend_centered,city_trend_centered
2021-04-01,AL0011200,"Hoover, AL",assault,0.04775735118331781,0.38803211604825094
2021-05-01,AL0011200,"Hoover, AL",assault,0.053710451495627254,0.385965737000749
2021-06-01,AL0011200,"Hoover, AL",assault,0.05957984333302413,0.38193555133535106
2021-07-01,AL0011200,"Hoover, AL",assault,0.06498340442079176,0.37634159421816094
2021-08-01,AL0011200,"Hoover, AL",assault,0.0702777660734224,0.3689572158088783
2021-09-01,AL0011200,"Hoover, AL",assault,0.07527440146008324,0.36009126566054306
2021-10-01,AL0011200,"Hoover, AL",assault,0.07982289023351541,0.3502422221752166
2021-11-01,AL0011200,"Hoover, AL",assault,0.08422285888725867,0.3388997630880546
2021-12-01,AL0011200,"Hoover, AL",assault,0.08818698664231661,0.3269356831407624
2022-01-01,AL0011200,"Hoover, AL",assault,0.09197594259099873,0.31369865763769234
2022-02-01,AL0011200,"Hoover, AL",assault,0.09544888607487323,0.29972183770978944
2022-03-01,AL0011200,"Hoover, AL",assault,0.09831103696037502,0.2865867585664663
2022-04-01,AL0011200,"Hoover, AL",assault,0.10117230125855947,0.27161716918806533
2022-05-01,AL0011200,"Hoover, AL",assault,0.10363017697893717,0.2568400016582455
2022-06-01,AL0011200,"Hoover, AL",assault,0.10584491641150962,0.24141639210919585
2022-07-01,AL0011200,"Hoover, AL",assault,0.10767018130767703,0.2264814353124187
2022-08-01,AL0011200,"Hoover, AL",assault,0.10922404990249213,0.2111857481156374
2022-09-01,AL0011200,"Hoover, AL",assault,0.11043937609675503,0.19615325342103596
2022-10-01,AL0011200,"Hoover, AL",assault,0.11130286553554924,0.1818811274567249
2022-11-01,AL0011200,"Hoover, AL",assault,0.11188487496320221,0.1674191442291697
2022-12-01,AL0011200,"Hoover, AL",assault,0.11216009901486679,0.15370153055359204
2023-01-01,AL0011200,"Hoover, AL",assault,0.11215967674239558,0.1398150279223671
2023-02-01,AL0011200,"Hoover, AL",assault,0.11188276528956465,0.12622288696435646
2023-03-01,AL0011200,"Hoover, AL",assault,0.11140593463221293,0.11420019210478571
2023-04-01,AL0011200,"Hoover, AL",assault,0.11063910924044862,0.10117183344221381
2023-05-01,AL0011200,"Hoover, AL",assault,0.10966995833498316,0.08884755029638391
2023-06-01,AL0011200,"Hoover, AL",assault,0.10844666263719027,0.07640697286165476
2023-07-01,AL0011200,"Hoover, AL",assault,0.107060388080642,0.06465391467629367
2023-08-01,AL0011200,"Hoover, AL",assault,0.10543150714330807,0.0528060875986931
2023-09-01,AL0011200,"Hoover, AL",assault,0.10361600981705799,0.04126139863011957
2023-10-01,AL0011200,"Hoover, AL",assault,0.10169377143802194,0.030378955617406334
2023-11-01,AL0011200,"Hoover, AL",assault,0.09954943356267165,0.01943451143045749
2023-12-01,AL0011200,"Hoover, AL",assault,0.09733358420055005,0.00913535488187378
2024-01-01,AL0011200,"Hoover, AL",assault,0.09491129084258887,-0.0012038753941663316
2024-02-01,AL0011200,"Hoover, AL",assault,0.0923672421197228,-0.011233633624010864
2024-03-01,AL0011200,"Hoover, AL",assault,0.08988874107653899,-0.020335006639385256
2024-04-01,AL0011200,"Hoover, AL",assault,0.08714636984592516,-0.02976214099561858
2024-05-01,AL0011200,"Hoover, AL",assault,0.08441313122492389,-0.03858694185674416
2024-06-01,AL0011200,"Hoover, AL",assault,0.08151960008720849,-0.04739648020942333
2024-07-01,AL0011200,"Hoover, AL",assault,0.07866469949150812,-0.05562120310132457
2024-08-01,AL0011200,"Hoover, AL",assault,0.0756690476648636,-0.06381083844410718
2024-09-01,AL0011200,"Hoover, AL",assault,0.07263086210310021,-0.07169815664429002
2024-10-01,AL0011200,"Hoover, AL",assault,0.06965213134791526,-0.07905703490520821
2024-11-01,AL0011200,"Hoover, AL",assault,0.06653628483749685,-0.086392362173358
2024-12-01,AL0011200,"Hoover, AL",assault,0.06348627037044707,-0.09324457700522082
2025-01-01,AL0011200,"Hoover, AL",assault,0.06030076513749982,-0.10008479078535082
2025-02-01,AL0011200,"Hoover, AL",assault,0.05708292626578704,-0.10669518667494415
2025-03-01,AL0011200,"Hoover, AL",assault,0.054150418762498376,-0.11248055201345508
2025-04-01,AL0011200,"Hoover, AL",assault,0.05087675140642922,-0.11869413563577957
2025-05-01,AL0011200,"Hoover, AL",assault,0.04768359198678418,-0.12452891870604788
2025-06-01,AL0011200,"Hoover, AL",assault,0.04436007469745462,-0.13038818382470652
2025-07-01,AL0011200,"Hoover, AL",assault,0.04112254545181315,-0.13590759936433372
2025-08-01,AL0011200,"Hoover, AL",assault,0.03775718045535292,-0.14146942342333269
2025-09-01,AL0011200,"Hoover, AL",assault,0.03437361528696847,-0.14690188607178278
2025-10-01,AL0011200,"Hoover, AL",assault,0.031083814996053505,-0.15204977456342128
2025-11-01,AL0011200,"Hoover, AL",assault,0.027670471051749246,-0.15727057852678605
2025-12-01,AL0011200,"Hoover, AL",assault,0.02435572463549107,-0.16224115737673017
2026-01-01,AL0011200,"Hoover, AL",assault,0.020920604141393184,-0.16730718009901935
2026-02-01,AL0011200,"Hoover, AL",assault,0.017477483571726182,-0.17231634066282275
2026-03-01,AL0011200,"Hoover, AL",assault,0.014362411041771495,-0.17680408807406245
2026-04-01,AL0011200,"Hoover, AL",assault,0.010909774253178739,-0.18174561018322066
2026-05-01,AL0011200,"Hoover, AL",assault,0.007566587401772296,-0.18651404287636097
2017-01-01,AR0040100,"Bentonville, AR",assault,-0.08103760518039138,-0.4706151333315276
2017-02-01,AR0040100,"Bentonville, AR",assault,-0.08704632485041763,-0.47294255725580925
2017-03-01,AR0040100,"Bentonville, AR",assault,-0.09244413649403604,-0.4749572102441082
2017-04-01,AR0040100,"Bentonville, AR",assault,-0.09835514297029135,-0.4769938883923963
2017-05-01,AR0040100,"Bentonville, AR",assault,-0.10397806729871384,-0.4786750399302111
2017-06-01,AR0040100,"Bentonville, AR",assault,-0.10965334759564804,-0.48001031442681175
2017-07-01,AR0040100,"Bentonville, AR",assault,-0.11498188577385626,-0.480815519468738
2017-08-01,AR0040100,"Bentonville, AR",assault,-0.12028449420633791,-0.48104190819219106
2017-09-01,AR0040100,"Bentonville, AR",assault,-0.12534523028120859,-0.48054860529989263
2017-10-01,AR0040100,"Bentonville, AR",assault,-0.129979109034851,-0.4792868500301868
2017-11-01,AR0040100,"Bentonville, AR",assault,-0.13446063221195814,-0.4770700981651643
2017-12-01,AR0040100,"Bentonville, AR",assault,-0.13846771831367022,-0.47394332028244257
2018-01-01,AR0040100,"Bentonville, AR",assault,-0.14223308290788417,-0.4695956373232413
2018-02-01,AR0040100,"Bentonville, AR",assault,-0.14558201632036116,-0.4640088626671073
2018-03-01,AR0040100,"Bentonville, AR",assault,-0.14821950889252555,-0.4578101815144393
2018-04-01,AR0040100,"Bentonville, AR",assault,-0.1506781665395387,-0.44957438978814857
2018-05-01,AR0040100,"Bentonville, AR",assault,-0.152563610178591,-0.4401346611115482
2018-06-01,AR0040100,"Bentonville, AR",assault,-0.15396711254673257,-0.42875925303960116
2018-07-01,AR0040100,"Bentonville, AR",assault,-0.154765174132784,-0.4160840171955318
2018-08-01,AR0040100,"Bentonville, AR",assault,-0.15497657553692612,-0.4011615106564719
2018-09-01,AR0040100,"Bentonville, AR",assault,-0.1545296734017203,-0.384280220804726
